,date,tmytm,exret
0,1926-06,2.9765604472625,0.0292107
1,1926-07,3.2043868354761003,0.026147280000000002
2,1926-08,3.4238256955060002,0.00348737
3,1926-09,3.685025651133,-0.03219619
4,1926-10,3.5571867339458003,0.02545394
5,1926-11,3.2074566561036,0.026411
6,1926-12,3.1828769826073002,-8.377199999999975e-05
7,1927-01,3.3894751983041003,0.042770100000000005
8,1927-02,3.4138959773439,0.0007562790000000003
9,1927-03,3.3874211088319,0.004725051000000001
10,1927-04,3.5791622613104,0.05477311
11,1927-05,3.2416748253276,-0.02368671
12,1927-06,3.2819559478739,0.07227909
13,1927-07,3.0578517285543,0.01969037
14,1927-08,2.7158229405056002,0.04782352
15,1927-09,2.7824213185423,-0.0432699
16,1927-10,2.6580418062937,0.06635258
17,1927-11,3.1905525976184,0.02158212
18,1927-12,3.4253546091937,-0.005839723
19,1928-01,3.9951201735464,-0.01777756
20,1928-02,3.3916915264236,0.08757843
21,1928-03,3.3673773746182003,0.04164581
22,1928-04,3.8004824724327,0.01449032
23,1928-05,3.8887669132856,-0.04834517
24,1928-06,3.9262802807140003,0.006199799000000001
25,1928-07,4.0163875321756,0.06700616000000001
26,1928-08,4.4354213151840005,0.028797829999999996
27,1928-09,4.8170962720651005,0.015127950000000001
28,1928-10,4.6993965264464,0.1176999
29,1928-11,4.2854236728153,0.004957177
30,1928-12,4.3509047021663,0.05053473
31,1929-01,4.6635832076384,-0.0040461388
32,1929-02,4.6003315364368005,-0.011208392000000001
33,1929-03,4.6481804363149,0.013579130000000002
34,1929-04,5.1573093666158005,-0.06432296
35,1929-05,5.1050925427056,0.0963726
36,1929-06,4.5795501938565,0.042657610000000006
37,1929-07,5.1153035111356004,0.08134303
38,1929-08,4.5985830989506,-0.05395466
39,1929-09,4.7615600935933005,-0.20128359999999998
40,1929-10,4.1608502781461,-0.1275121
41,1929-11,3.1999208455963,0.01269001
42,1929-12,2.8675161652267,0.057006610000000006
43,1930-01,3.7534802026896,0.025241660000000003
44,1930-02,3.1369817231832,0.07113142
45,1930-03,2.7555511300882003,-0.0226411
46,1930-04,2.882123433655,-0.01661008
47,1930-05,2.131296401329,-0.1626798
48,1930-06,1.7423503616578,0.039963649999999996
49,1930-07,1.3439468713791,0.002762904
50,1930-08,1.7388145091798,-0.1270049
51,1930-09,1.4192002513409,-0.08747879
52,1930-10,1.6945480894041,-0.02935652
53,1930-11,1.4820604567257,-0.07913924
54,1930-12,0.94857339051363,0.062280459999999996
55,1931-01,1.2398777607089,0.1092945
56,1931-02,1.5228664911325,-0.06416590999999999
57,1931-03,0.88746701938666,-0.10101899999999998
58,1931-04,0.81163338143649,-0.1347355
59,1931-05,0.55776106398247,0.1395397
60,1931-06,0.63387541080785,-0.06703803
61,1931-07,0.45633253190151,0.002778467
62,1931-08,0.50710891728612,-0.2920314
63,1931-09,0.89763922318335,0.08050863
64,1931-10,2.029534469734,-0.09010158
65,1931-11,1.5217846470108,-0.13617100000000001
66,1931-12,2.7916255878303002,-0.01283417
67,1932-01,1.6487954056395,0.05536299
68,1932-02,1.3949290160634,-0.1121994
69,1932-03,1.1413830792218,-0.18051659999999997
70,1932-04,0.5071091170668,-0.20679779999999998
71,1932-05,0.27884213186846,-0.0044885739999999995
72,1932-06,0.30426613621474,0.34034329999999996
73,1932-07,0.30418250930016,0.37108769999999996
74,1932-08,0.32960704649407,-0.02894889
75,1932-09,0.20281653780856,-0.1327531
76,1932-10,0.17739684876775,-0.05846015
77,1932-11,0.12671638070568,0.045127219999999996
78,1932-12,0.12674781305733,0.009713348000000002
79,1933-01,0.12674118212139,-0.1529038
80,1933-02,0.5831816828703,0.032705370000000004
81,1933-03,1.0144835360895,0.3931433
82,1933-04,0.44364110870056,0.2128608
83,1933-05,0.2789077215906,0.13316419999999998
